,Content,Polarity
3611,- mas - gan vert bes,0
3612,dec q izq republican pedaz editorial q marc hoy q lueg dig asistent cac vari,0
3613,pues lider cos privatiz parec legal segun mund,1
3614,pod dej seduc pretext cambi pretend arruin camin andad,1
3615,vam cre institut credit public cre figur agent emprendedor facilit tramit asesor,0
3616,profesion amig famili alcaldes {link},1
3617,bienven tomas aprovechal “ hoy orbyter empez disfrut quiosc virtual”,0
3618,rt “ seri ras-putin consigu mat consigui secret etern juventud jordi hurt sovietico”,0
3619,rajoy tir piscin deficit convenc agu merkel dej hac ver {link},1
3620,acab vot mes delici q agu canal isabel ii gestion public,0
3621,parec fin ave traslad traves pasarel aver muev,0
3622,ningun consuel parec alemani hab coc dislat {link},0
3623,viv nadi quier {link},0
3624,testimoni brutal telediari encuentr victim etarr prefier ser muj asesin q madr asesin,1
3625,viud quis abraz asesin sorprend sab merec aqu {link},0
3626,“ segurom watchmensi recuerdasest sext recomiendo” buen admit,0
3627,holacon apoy recuperandosuper etap pacienci animograci corazon sig aunqu aparezc pocopor ahor,0
3628,gran sueñ quer cuant cumpl celebr,0
3629,polit internacional tabler descarn imperial anti espaci puebl person derech,0
3630,asi dos dias señal “ sol dias esper estren año laseñal juanesmtvunplugg yeah,0
3631,buenisim compañ coruñ ayoz valeronforz depor,0
3632,buen noch mañan teatr circ pric madr fuerz empez seman bes family,0
3633,dej regal buen noch junt amig {link} esper guste-,0
3634,ver nuev espectacul cirqu du soleil obra genial michael cont {link},0
3635,buen dias feliz seman,0
3636,mañan marz nac escritor colombian gabriel garc marquez nobel literatur,0
3637,rt nunc valor justici investig atapuerc nuev abriend mund {link},0
3638,rt blog terratenient bernabeus manipul hectar {link},1
3639,ahor llev hor despiert buen dias mit dese mit descripcion,1
3640,ciert andan dic vos-&gt {link} phishing conmig ay vea,1
3641,luis guindosmº d economiacalcul q d hab aplic reform laboral aprob x gob millon men d desempl,0
3642,bbva segur lanz campañ casill iniest protagon {link} graci iker,0
3643,secrt genral ocde dic rajoy españ dad mensaj import ejempl materi econom clar volunt polit,0
3644,andaluc man corrupcion editorial h,1
3645,maticesobamagarant iran arma nuclear lug iran capacidadesp ten gran debat,1
3646,gran engañ vecin arcos {link},1
3647,nuev post blog {link},0
3648,apple lanz campañ seleccion personal nuev tiend españ {link},0
3649,mu rarun amiguetet dig q estudi casi da spacey increibl verd cuelg to,0
3650,tio dej piel cojer increibl dig pill deci,0
3651,lunch tim,0
3652,rosell ceo ve practic impos cumpl objet ' deficit fij gobiern / via efe,1
3653,hoy sal nuev cancion señal alegr,0
3654,rt madrug rot glaci perit moren tras sonor estruend quier ver fot {link},1
3655,mas clar agual president invercari dimit 'razon personales' 'prepar defensa' {link},1
3656,invercari ultim eslabon caden corrupcion junt andaluc {link} esper,1
3657,empres involucr q sep qued sab {link},1
3658,contig fuert {link} via brillant spot aecc,0
3659,frivol tard lun {link} pinch derech 'la abog man limpi suelos',1
3660,exposicion mir femenin recomend fundacion pons {link},0
3661,secret diet funcion dec verd {link} via chatidiet,0
3662,curi prov energ electr años enorm complej monclo cuest millon € {link},1
3663,elcambioandaluz aren unific polit apoy empres andaluz exterior {link},0
3664,arranc juici ex prim ministr islandes recuerd cont inici juzg zp {link},1
3665,sal haci madr mañan parlament primer hor tard debat emple mañan rechaz repag sanid,1
3666,perd portadaepc mañan tem apertur imag impag tuite ratit,0
3667,rouc censur manifiest reform laboral orgobrer cristian hoac joc acog dios mand rajoy,1
3668,buen noch followercet {link},0
3669,citadell reserv rolls royc gin tonics salud mil mand hoy tuits tip gcs,0
3670,sobr palabr describ part ayer rmadr,0
3671,fundador slashdot pas washpost rt why join wap “journalism is bigg than print” {link},0
3672,ricard tambi aqui - gust esesamb,0
3673,opinion presupuest pued recort inversion sin gast corrient,1
3674,port orbyt fija dec campeon amig mientr grab guadi civil orden judicial,0
3675,agit vid erot isabel pantol segun t se com tiemp grab disc,1
3676,percival ayer difund mentir ladisla martinez aun recitific {link},1
3677,buen dias followercetesy voy dorm {link},0
3678,ciert sig esper conoc plan gobiern rentabiliz cuantios inmuebl inutiliz bast denunci,0
3679,pais ser human curios escuch radi gent q mostr inflex deficit dec ahor q total q mas da,1
3680,«la cost sol ofert renov element atra turist aleman» {link},0
3681,mart - ayunt malag w/ jesusespin pic {link},0
3682,buen dias hoy sevill firm conveni teleasistent femp ministeri med benefici mil famili,0
3683,punt comenz intervencion for joly part ahor inform equip,0
3684,exig esfuerz consolid cca injust oblig hac ajust sanid educ forojoly,1
3685,emple eje central program ello fortalec tej product empres competit forojoly,0
3686,buen dias dia libr descans sabor viv dias junt vosotr soyfeliz,0
3687,clar compromis deficit manten gast social q inclu educ sanid dependent,0
3688,tram capitul {link},1
3689,progelectoral gobiernodelcambi frut convocatori abiert particip ciudadan celebr for,0
3690,pequeñ agenci deslumbr libr we want mor thanks xxx urwelcom,0
3691,q buen {link},0
3692,facil“haz ningun famili tir tapon apoy caus alba tapon=ilusion {link},0
3693,pp propon congres gobiern alcenc acuerd redessocial proteg menor,0
3694,pues encant homenaj tesorosvivosdelatelevivion uem princip {link},0
3695,fals imput implic culp algun cgpj cre imput infant supondr 'estigma' {link},1
3696,gobiern anunci proxim hor cerr embaj españ siri protest represion,1
3697,pierd mitin eli bendod javi aren marian rajoy viern marz {link},0
3698,jos antoni ver nuev president agenci efe,0
3699,soray rodriguez dic q pso particip manifest convoc sindicat m,0
3700,ultim anunci ayto madr sugier q plan ajust q pued afect servici public esencial {link},1
3701,celebr años club grand histori celebrat years of the greatest club in history {link} halamadr,0
3702,español joven lider mundial wef alvar fernandez ceo sharpbrains felic,0
3703,felic rt hoy felicit l madrid mund graci vosotr cumpl añosdeleyend,0
3704,elcambioandaluz aren compromet moderniz agiliz justici adapt {link},0
3705,ahor demasi gent encontr miercol vuelv mart,1
3706,quer banc contribu creacion emple competit crecimient econom {link},0
3707,dosis demagogi pur marc iu,1
3708,toni cant upyd comision mixt estudi problem drog -- {link} via,1
3709,mañan propong grup gobiern coherent sanid rechac repag compromet campañ electoral,0
3710,soled andaluc unic voz disident unic vot consej polit fiscal montor cuestion,1
3711,continu polem lenguaj sexist analiz eduard garc serran,1
3712,tem quien flexibiliz quien relaj errone tem quien corrij dic montor reconduc,1
3713,graci mensaj,0
3714,crec tension bundesbank bce {link},1
3715,rajoy gast total permit deficit gobiern impon cca gast,1
3716,bastant sin sab hac cos rt gust derroch,1
3717,q bien vam pas,0
3718,aqu cierr supermart graci amig hoy arrop graci amig arrop siempr,0
3719,parec clar {link},0
3720,ver chic fras ir madr gast vist inform noch ant tuit sorprend,0
3721,public fot facebook album encuentr asoci mujer alegr huert {link},0
3722,autonom carg grues recort fenomen barrac barcelon {link},1
3723,baron pp sab pge marz daran luz verd revision estructural gast servici public,1
3724,grab pgram inviern sec despues mes llov iron,1
3725,resacon veg reirm rat dorm goodnight,0
3726,mejor dia fot tuenti,0
3727,aqu va si dia hac re-tweet tweets pong cre q muer felic d”,0
3728,demor revision especial sas duplic {link},1
3729,hoy dam buen notici via habitual vec ocurre losdesayunosdetv,0
3730,tsjc decid hoy si español deb ser lengu vehicul n cataluñal sentenci recurr oblig gobd comun inclu ep,1
3731,buen diashoy fot formul d fern alons tard divert graci {link},0
3732,violenci estructural barbar sab ministr oblig abort nadi,1
3733,encuentr emprendedor empresari elcambioandaluz restaur peñ antequer {link},0
3734,part iu quer ser part frent ampli izquierd polit social apertur ide organiz,0
3735,buen dias dese maravill dia-,0
3736,fin ahamadineyadanalisis eleccion {link},1
3737,portavoz cgpj 'las victim pued condicion proces eta' pued cre señor brav dig esto,1
3738,visit andiex empres antequeran vent mayor articul limpiez trabaj pic {link},0
3739,mas conced m centr d'estudis opiniodeptpresidenciap hac encuest conciert econ independent nacionalismoescrisis,0
3740,siend polem gallardon dic 'violenci estructural' llev mujer abort {link},1
3741,profec michel rocard socied futur men merc men cup,1
3742,pag curs carg junt andaluc traves ‘fond reptiles’ {link},1
3743,gan rt hol vem ired burg bss,0
3744,cayend gallardon dec obvied barbar,1
3745,madr presupuest formacion emple recort pod permit tijeretaz {link},1
3746,entiend iu tradicion protagon pce tampoc entend plural independient,0
3747,ayer real madr cumpl años leyend quer felicitar form part mejor club mund halamadr,0
3748,hij much graci “ magnif periodista”,0
3749,“ valenci vist fall tuya graciosaa” sabi graci encant valenci,0
3750,amanci orteg zar quint person ric mund segun {link},0
3751,interes articul isa lafuent {link} polem lenguaj sexist {link},0
3752,teatr compac gran via esperaq magic madr,0
3753,pp vend cambi mes sub impuest cre desp libr bloqu ley dependent,1
3754,acuerd sostr &ltem&gtl violenci feminista&lt/em&gt {link} via,1
3755,encant - rt top polit nacional tuiter {link} q visit vec,0
3756,conclu acto pp motiv dia internacional muj {link},0
3757,guind anunci gobiern decid reduc año inversion public echa culp social,1
3758,despilfarr gobiern catalan sum sig,1
3759,curios rt ven tweetpatrull quer celebr dia muj mujer polic tuit trabaj,0
3760,titul grand mañan port cuatr edicion andaluz guerrer acus haci arrib señal chav ere,1
3761,si q vais provoc jos luis rt upyd denunci almer x hac call {link} via,1
3762,kukluxkat activ nervios noch escolabilingü,0
3763,messi messi messi messi messi,0
3764,ted franquici ide mas inteligent neces volv dialect rt {link},0
3765,hoy pas bomb {link},0
3766,se si convincent pregunt hoy gallardon entrev quer dec mañan,0
3767,herman cuñ gran amig turk amor vid gran noch,0
3768,mayor torment sol ultim años podr afect tierr hoy not aument auror boreal,1
3769,audienci nacional conden años prision ex jef eta francisc javi garc gaztelu 'txapote' intent asesinat,1
3770,reform despp vide imprescind stopreformalaboral {link},1
3771,empresari pid concili demarz {link},0
3772,rt “ orgull prim hoy port gran criteri {link},0
3773,buen dias mujer trabaj perd hoy tod histori tar losdesayunosdetv,0
3774,b dias messi pas histori vez cinc gol part champions,0
3775,“ hoy dia d muj problem d acces condicion d iguald sol resuelv bas d esperar”,0
3776,ruptur laboral laponi sarcasm dia muj trabaj,1
3777,dia mujer/ violenci machist brech salarial lastr iguald ue {link} via,1
3778,hoy rajoy merkel guardiol messi belen esteb vam reir,0
3779,feliz dia muj vivanlasmujer,0
3780,prepar {link},0
3781,pso adelant va ped comparecent gallardon comision justici abort,0
3782,contrat indefin indefinid temporal desp gratuit,1
3783,alard hipocres habl acompañ desempl,1
3784,gallardon encant comparec debat abort ped pso,0
3785,- rt enhorabuen charl brev consis mas import realist mujereseniguald conojosdemuj,0
3786,pp podri logr mayori absolut andaluc cis moj da - pp - pso - iu absolut,0
3787,dia internacional muj fiest reivindic persist igual naturalez igual derech pais,0
3788,gobiernodelcambi establec microcredit aval servici apoy empresari compromet mund rural,0
3789,luch desiguald salarial grup trabaj empresari sindicat permit ir elimin brech,0
3790,interes reunion director baraj analiz plan autoproteccion aeropuert situacion emergent,0
3791,echad clas leerl paul tweets foment fracas escol falt,1
3792,deud ayunt alvar habl deud millon mayor deud sid provoc ayunt ppso,1
3793,ciu apoy reform laboral gobiern inclus for asturi dia cis da vendedor pso pact pp/for cre si,0
3794,“ mientr aplic correcto” si cambi incorpor,0
3795,demarz dia felic tod - {link},0
3796,realid real ayto madr llev pag puntual proveedor año {link},1
3797,ayunt vitori pp opong actual ley abort defiend atonit {link},1
3798,tod mujer dia hermos postal play lisbo felic {link},0
3799,gobiern respald palabr gallardon abort {link} via,0
3800,batasun tom parlament vasc {link} via,1
3801,monag pint madr {link} via,1
3802,poetis malagueñ mar victori atenci candidat sillon n rae {link} via malag,0
3803,acept enmiend pp pso pnl iva superreduc ebooks grup vot favor,0
3804,diariosur medic denunci extincion profesor asoci univers {link},1
3805,formid tristisim vilez gast valient patxi lopez victim terror dej hel sangr,1
3806,“ encant vert sient hab ir ver ave bcnamadr sab pekin nuev york” plac,0
3807,empez noeli mnez palom zorrill mediavill presenci especial luci fig,0
3808,abraz enorm impresion cifr rt millon usuari ten suert {link},0
3809,comienz gent campañ quier ennoblec polit debat apasion sincer {link},0
3810,ay mañic ojal pront rt vien zgz aces conciert jajaaj,0
3811,graci rt graci ♥ {link},0
3812,amaiur pon chul congreso enseñ,1
3813,hoy explic xq gallardon habl violenci estructural dat ministeri san abortistass,1
3814,gobiern catalan sol da diner ongs hag catal beneficient discrimin,1
3815,pp acarici mayor absolut andaluc,0
3816,“graci maravill sorpres encontrar alli anoch muchisim graci visitaas da gust,0
3817,libert religi libert educ pdtes estrasburg habl expert internacional,0
3818,graci tod hac mejor ser human,0
3819,vam yeswespainisdifferent juev dedic mujer d sal,0
3820,algui pas link ver rued prens español departament graci,0
3821,caracter dec cosascu falt palabr argument aparec insult,1
3822,prepar ver partidaz man u athletic bilba ser bonit segur,0
3823,q buen,0
3824,“ falt seguidor quien ayuda”,0
3825,aurrer athletic golaz llorent vam victori manchest empez descans -,0
3826,vem bucarest final hac tertuli rne alli,0
3827,lun ve ventan indiferent diferencial d deud apalanc luz prest paz {link},0
3828,{link} ahi regalit,0
3829,ilusion elcambioandaluz malag {link},0
3830,andaluc sig camin segur segu avanz iguald derech votapso,0
3831,reform sur cambioandaluz andaluc vot ayunt gobiern españ votapp m,0
3832,empiez campañ asturi lem es' pod ellos' segur pod frent golp merc bipartid,0
3833,si aguirr gallardon pon acuerd existent violenci estructural matern tal cos exist,1
3834,cambi man elcambioandaluz {link},0
3835,buen dias entrar h,0
3836,envi onu lig arab siri kofi annan rechaz posibl intervencion milit siri consider empeor situacion,1
3837,goodluck jonathanpresident nigeriaconfirm detencion secuestr ciudadan britan italian fallec ayer,0
3838,dig gallardon izquierd pued gir derech derech -,1
3839,hoy viern sueñ brill mas,0
3840,medicament pued hac negoci vomit tram dorrib {link},1
3841,andaluc encrucij derech precipici izquierd rio agu brav decid m,1
3842,maestr madrileñ dav mor entreg premi mejor faen feri salamanc {link},0
3843,“ boris vian convert luz perl color gabilond conviert palabr perl son,0
3844,dic falt respet parec abertzal mund vã­a {link},1
3845,franci conf españ hac «un gran trabajo» {link},0
3846,comision obrer aprueb unanim convocatori huelg general reform laboral marz,0
3847,junt sac diner institut pag enseñ concert hoy {link} via,1
3848,suprem revis vist public marz conden otegi integr bateragun {link},1
3849,pid votapp proyect moder cre libert ofrezc aval creacion m emple españ m andaluc,0
3850,rt coca-col pepsi cambi recet evit 'etiquet cancer' {link} via,0
3851,hoy firm conveni ayunt diput gran dar teleasistent mas mayor granadin,0
3852,consej ministr aprueb dacion pag condicion explic cual condicion,0
3853,miral aqu lech {link},0
3854,san sebastian ser fed san sebastian,0
3855,of cours hech,0
3856,vist sol sur,0
3857,aqu prepar niev {link},0
3858,'factur sombra' lleg aul public {link},1
3859,tribunal suprem cit ex altos carg foment pag eur ex ministr social blanc {link},1
3860,hoy aprob pseud dacion pag guiñ m habl famil punt deshauci,0
3861,inmersion linguist lleg justici mostr cas increibl,1
3862,seman segun bvocal hallazg tempor inesper consultori electr enriqu {link} via,0
3863,comenz - elcambioandaluz malag {link},0
3864,list arranc {link},0
3865,mujer asoc nigerian malag ven mitin - {link},0
3866,volv cang mar pat carreter,1
3867,sigl xix director ford españ quier men vacacion roig q trabaj chin rosell suprim huelg vay tri,1
3868,mil proveedor d clm q social dej entramp l cej podran cobr graci,0
3869,graci santand hoy sid dias mas emocion vid volv veran esper ballen,0
3870,pues piens trabaj dia huelgaporqu derech ahilodej huelgageneral mhuelgageneral m buen hor,0
3871,social apel tradicion gan eleccion q convert tradicional cifr par andaluc,1
3872,itxu diazl corrupcion desparram period metafor desgarr,1
3873,declar señor deb cost dimision quier carg exit trafic {link},1
3874,top ten onda melod hac cincuent años x men,0
3875,fin vsto piel habit palabr,0
3876,puest rt contrapuest nadi indiferent,0
3877,primer juez envi prision exdirector trabaj andaluz imput cas ere fals {link},1
3878,rt dij glob glob i glov you,0
3879,bdi hoy hac año escrib prim tuit graci influenci ayud dirig em impuls orbyt,0
3880,violenci estructural mujer desiguald social laboral junt machism ideolog religi cultural,1
3881,lanz call bot macarr gran sab,0
3882,part prematur triplic culp ansied estres {link},1
3883,acab recib ejemplar d nuev libr q sal seman gust {link},0
3884,encant fot port {link},0
3885,dic editorial si rt va sal electron,0
3886,gran coincident lleg dia cumpl año twitt gran coincident lanc mañan superpromocion,0
3887,almer acto h rambl dieg valder rosal martin iu sig gener confianz cad dia m rebelat,0
3888,joven especial afect nul oportun q ofrec griñ des elcambioandaluz {link},1
3889,hol hoy almer mitin pabellon rafael flor pod segu {link},0
3890,convert brusel noven provinci prioridad gobiernodelcambi defend agriculturaganad pesc,0
3891,remat m oper buf tragedi nacional noalahuelgageneral,1
3892,sorpres boe si hipotec aval pued acog dacion pag {link} / via,1
3893,chin q capac d copi ahor van x jamon dic parec vend eur,1
3894,arzak nunc flip aquell dobl pagin ganasdellor,0
3895,annan siri matanz continu,1
3896,cien dias cortes huelg general {link} via,1
3897,mañan hoy segu trabaj intens medi aere unidad terrestr extincion incendi,1
3898,dic acab 'el manej injust dinero' junt {link},0
3899,pal santi,1
3900,partidaz bilba unit felic,0
3901,,0
3902,googl explic polit conten insuficient defens usuari ventaj acus {link},1
3903,“ interesantisim conclusion extraid primer dias vid canal+ yomvi {link} ojo dat,0
3904,indign tampoc recurs “ occupy wall street in nyc going brok {link},1
3905,indignado“ abaj maravill r€gim conden miserian vais call m puebl tom call,1
3906,problem españ deud pes desiguald autonom sin product econom +dinam {link},1
3907,triunf huelg m cost millon € pibcon diner reduc casi ptodeficit pag año paradoslarazon,1
3908,ay hij rt pa'cu conciert algecir recuerd play rinconcilloqu añor aqu,0
3909,velez malag dialog asoci cultural asistencial agrari vecin campañ particip social,0
3910,vam primer d tard d yeswespainisdifferent cog air,0
3911,palm ,0
3912,lueg bes,0
3913,tras intervencion hoy anfitrion elcambioandaluz {link},0
3914,maj aqui charl cin {link},0
3915,compromet cadiz sierr desdobl conexion arcos-antequer votapp votajavieraren,0
3916,fij q “ juez cifr ayud 'injustas' altos carg pso junt {link},1
3917,rt“ si dic empresari gan mont empres arriesg asi gan acab elparo”,1
3918,pes buen part betis madr moment -,0
3919,ahor toc atac sindicat convoc huelg general music 'el golpe' dic cost mil millon,1
3920,primer trat vividor lueg violent tard insens victim terror llam criminaliz,1
3921,dej fotit tunel vestuari part gust tierr hoy sid nuev gran dia,0
3922,solidar recuerd japon、日本の友人たちに思いを馳せずにはいられません。日本の皆様、心から応援しています。,0
3923,m noolvid mañan amig,0
3924,cultur esfuerz personal q enseñ estimul premiarla/retribu confund sobreexplot,0
3925,prim recuerd homenaj hoy victim atent m rbcb,0
3926,buen dias mallorcavuelt cas {link},0
3927,gran dia hac barcelon ahor toc buen entren despues ver equip jug santand,0
3928,h parqu retir homenaj victim m organiz mconlasvictim,0
3929,ventan vei cadaver alin suel atoch nunc olvid matanz maldit asesin,1
3930,mconlasvictim dolor pais sufr barbariecon ciud q desgarrocon puebl q pued olvid quier,1
3931,rt mercedesfernandez pid estarel part sel pid aqu esta muj valient,0
3932,acto m cco ugt caen bofeton pan pp gobiernohabl victim insult q barbar,1
3933,aument antiamerican hac dificil cre transicion fuerz segur afg hag exit afganistan,1
3934,mileur nac hac años simbol precaried hoy cobr mil eur inalcanz joven {link},1
3935,llen tristez victim terror pil manjon pretend boicot trabaj justici m mconlasvictim,1
3936,tem char vej seri sol abiert sin x deud q junt mantien adjudicatari,0
3937,pesa feed tuit cad fras discurs tuit estornud,1
3938,hoy recuerd tragic m marc españ hac años memori victim familiaresn olvid,1
3939,sab algui hor jueg barcelon graci,0
3940,manjonest encant sid eta explos tytadin pq asi podr pertenec cualqui gobiern,1
3941,rt pil majon compart solucion amistad respetoperd hac ocho años hij vid dificil,0
3942,dos españ recuerd separ victim -m,1
3943,verd segur q carl discut tb “ auswitch tampoc habia”,0
3944,curs mast avanz comprador segund man q armari zapater € compra,0
3945,mañan h fabric zaragozan d opel asist sal d line d montaj d unid numer once millon d plant d figueruel,0
3946,bonit - rt gran homenaj victim -m fot {link},0
3947,volv cas content despues victori racing sensacion part {link},0
3948,si aclar beb futbol beb isoton nadi period deport,1
3949,secprov pp cadiz ofrec hoy mitin gastor gran trabaj d candidatur cadiz {link},0
3950,pues insist quit cabez {link} lovedannyboyl &amp loveavenueofhop good night,0
3951,buen reix fabric plac inaugural epoc don manuel industri boyant cuandoeramoscult,0
3952,descas,0
3953,apuntat eperiod eur tres mes “ lastim q lleg aranjuez enhorabuen originalidad”,0
3954,graci visitaelhierr rt sab isla {link},0
3955,huauchinang graci x hac sent tan quer almas cant junt debaj d lluvi conciertaz,0
3956,propong q defensor puebl investig contribu enfrent civil promov diari x ciert derech mediat tuiter,1
3957,buen dias - lun,0
3958,latinoamer - dec recuper jos juan ruiz banc santand {link},0
3959,buen dias folower happy monday,0
3960,español q constitu deb plant minor d lad q busc impon insult,0
3961,tc renov juni quizas q tiemp legaliz sortu anul doctrin parot,1
3962,rt acab hac perfect ejempl escandal falt respet cient mil person lament,1
3963,asi - rt dia da igual lun sab aprovech top,0
3964,segun cospedal trabaj min trabaj dic q huelg cre emple reform destru activ emple derech,1
3965,period volv absurd segu rajoy monitor pq dej sal monclo habl,1
3966,plant opel figueruel sal line montaj unid numer once millon,0
3967,m- president canari paulin river lament revision atent atribu presion grup mediat,1
3968,visit relampag quer particip estrategi mundial drogapropon particip n planesinternacional,0
3969,sec gral pp afirm estrategi pso seri adecu dos mes despues dej pod,1
3970,siqu luch par vam unirn ls español sensat dej q intent gan ls eleccion,1
3971,buen maner d empez seman bell libr regal estudi periodismogrand szymborsk {link},0
3972,quier ser alcald andaluc alcald conviert cualqui problem ciudadan problem propi votapp,0
3973,ver si aclar,1
3974,piez separ reabr cas,1
3975,mientr detall conoc desinfl gran anunci habil logr comun pp,0
3976,propon reform educ pact x educ sirv vari gener votapp,0
3977,pid votapp pas conquist futur gobiern vanguard siempr utiliz dialog andaluc,0
3978,gobiern reafirm neces reform laboral despues manifest sindical ayer,0
3979,visitaelhierr rt lanz visitaelhierr 'trending topic' españ {link},0
3980,sigu - gust,0
3981,dud unic rt visitaelhierr cab dud deb ser lug hermos,0
3982,rt sombr corrupcion amenaz convergènci {link},1
3983,dej tocay syntec aqui pase jej hoy vien president universal brazil {link},0
3984,sevill acog men part celebr mundial balonman pabellon san pabl ener sevillahoy,0
3985,opel sid empres estrateg aragon exit d plant contribu gran med exit d comun autonom,0
3986,aren nieg debat quier ocult polit cre emple andaluc sol recort par m,1
3987,esper comienz jd pp madr llen amig twitter {link},0
3988,torc cos griñan ultim segur pierd car car va aren noch,1
3989,junt direct anunci volv present candidat presid proxim congres,0
3990,lad oscur googl pdf {link} via opensourc,1
3991,explic suced dec verd crisis utiliz sac benefici electoral debatertv,1
3992,nadi dij negoci deficit brusel tare facil {link},1
3993,juassssss rt atencion final debat bes lengu,0
3994,obam is muslim trending topic mundial cosassss {link},0
3995,impos griñ fij mir debatertv cartel electorall mir huidiz,1
3996,ven clar m insult conform si descubr descubr,1
3997,habl corrupcion generaliz aunqu pp intent desprestigi tod junt andaluc debatertv,1
3998,podr ver suit abril mallorc festival spring meeting buen noch,0
3999,deud junt tem ayud trabaj asciend millon € pag,1
4000,primer consegu partitur lueg premi,0
4001,asi tuite rt jajajajajajaj buenomariv - pon arrob omblig,0
4002,total rt ganador debat pensadl bien,0
4003,bes,0
4004,graci mil bes,0
4005,prof sagardoy cont q novacaix galici emple modif condicion d trabaj evit par,0
4006,graci empez pens q teni man peor q ajunt hahahah merc pues merece”,0
4007,buen quiz cont ello millon,0
4008,intrig cn much gan escuch nuev d feat aqu teas d rainbow {link},0
4009,encontr grand obras arte {link},0
4010,graci,0
4011,europ algun banc priv quebr casi acud ayud endeud ahor problem deud soberan,1
4012,ocamp 'pens joseph kony va dej secuestr niñ fundamento' {link} via,1
4013,preci viviend cae datom febreroel descens situ retroced medi,0
4014,hoy visit nav boettich villaverd habl nuev tecnolog madr,0
4015,gust this is the lif amy macdonald ping {link} itun,0
4016,rt interes sabr cambi perd cohesion social calid democraticax {link},0
4017,abcdesevill miembr pso hic viaj carg fundacion afin pag {link},1
4018,diferent casi decid x dij rajoy poco+d impuest x brusel,1
4019,gob iren va ase pasiv deficit tarifari mandat pte gobiern q har icsori,0
4020,gag/sketch martesy favorit,0
4021,martesy biciclet sillin pn monj feliz jajjajajj,0
4022,cataluñ asegur da mill +de recib {link} inform dic q madr dobl {link},0
4023,ola tal sig porfav quefuertetiaosean,0
4024,canari sistem electr distint sol interconexion islas invert renov x sol air icsori,1
4025,graci enhorabuen - rt much graci compart entrev,0
4026,lueg abrazooooo,0
4027,har polit inversion promocion capac turist europ econom emergent rusi icsori,0
4028,gust fot - elcambioandaluz {link},0
4029,hoy viaj salamanc mañan present yeswespainisdifferent d dias d abril bien,0
4030,rist tio enorahuen sid prim hombr pas cul graci sorry gust lugar comun,0
4031,fraud ere dej hipotec millon eur alarg,1
4032,gobiern pp indult unexalt carg uni conden corrupcion via {link},1
4033,institu penitenciari zanj anterior gobiern impuls libert condicional etarr luis astarlo,0
4034,pso tramit presenci congres sindicat ceo cepym reform laboral,0
4035,soray rodriguez pso hombr hombr gobiern tare dec brusel asi pod,0
4036,pso calcul gobiern pretend desped emple public cumpl objet gast,1
4037,dic q necesari flexibiliz calendari deficit public q fij deficit seguimosenbucl,1
4038,portavoz pso congres asegur desconoc puest libert condicional etarr,1
4039,añosdepso {link} cont,1
4040,años corrupcion | añosdepso {link},1
4041,escond detras nub llov llov {link},1
4042,tenaz hac parip {link},1
4043,simplez {link},1
4044,telemadr yonuncah ahor unas ris iri mal chist rapidoaaaa”,0
4045,pp propon cre subcomision transparent product financier hipotecari letr pequeñ,0
4046,lad pso cre q objet realist dic cual com lleg,1
4047,alfons alons contest pso deficit record encontr desviacion millon eur,1
4048,alfonsoalons recomiend sorayarodriguez tom memoril olvid dond ven rdeprens congres,1
4049,alons pp gobiern intencion desped emple public va elimin duplic congres,0
4050,rt tambi apoy tweet visitaelhierr,0
4051,vam rt ale veeeeennnnnn vam tard sanzer {link} p,0
4052,ole abraz rt calor pueblic pod sac ole {link},0
4053,supervis actuacion micropolit demand hac tiemp aven grec sevillahoy,0
4054,sig favor rt sab mensajer paz abiert {link},0
4055,jajaj rt trabaj hogwarts rt magiart gaby_masbs alejandrosanz amas trabaj,0
4056,entreg premi {link} {link},0
4057,iguald laboral hombr mujer lleg {link},1
4058,gobiern rajoy indult corrupt d ciu conden x corrupcion polit “cas treball“l letr pequeñ dl pact ppvergenci,1
4059,abraz padr anais rt pued mand salud padr {link},0
4060,vecin viviend llev años esper escritur cas prometi junt andaluc quier cambi,1
4061,apoy mas sincer anim jorn huelg companer dia cnc {link} via,0
4062,precios fot - {link},0
4063,montor asegur ajust adicional corr carg,0
4064,viviend hund gasolin va nub inflacion estanc estancfl,1
4065,eta perdon cristian lopez {link},1
4066,ahor si pued confirm marz estren,0
4067,gobiern quit import nuev recort impuest brusel anunci sub impuest noch,1
4068,dos - rt tras dia precios ganasdereflexion,0
4069,cuadern may enganchait prim libr leo isabel allend gust,0
4070,pm tunez interven siri locur spiegel {link},1
4071,buen noch dulc sueñ,0
4072,buen noch ojal lluev pront,0
4073,amnist internacional denunci metod tortur regim siri año revuelt {link} via,1
4074,caballer vam rod ris,0
4075,pus inclus port q sirv hoy polit democraci escept rt titul,1
4076,argument juez cit fonta urdangarin sigu hac mism despues gestion convenc,1
4077,voy ver si iberi enroll pued cog avion festivalden,0
4078,aeropuert avion castellon pag eur mes luz {link},1
4079,conclusion rajoy coincid apuest auster ue cre aunqu dificil polit adecu,0
4080,rubalc critic improvis rajoy dia dij decid soberan nacional dp acept,1
4081,rubalc propon recort denfens hiz merkel pas congres,1
4082,rubalc acab propon sub vari impuest tint popul brindis sol oposicion,1
4083,lfp quier q radi pag x cont gratis ahor part tod vid deb + d m haciend,1
4084,lun estren numer {link} via,0
